Player ID,First Name,Last Name,Known Name,Born Date,Shirt Number,Position,Position Detail,Citizenship,Height,Foot,Photo,Module Position,Age
13794,ANTONIN,BARAK,BARAK A.,1994-12-03,7,Midfielder,,Czech Republic,190,left,https://s3.eu-west-1.amazonaws.com/it.sics.logo/120/players/BARAK A._13794.png,0,29.6
8350,JAKUB,BRABEC,BRABEC J.,1992-08-06,0,Defender,,Czech Republic,186,right,https://s3.eu-west-1.amazonaws.com/it.sics.logo/120/players/BRABEC J._8350.png,0,31.9
10176,VACLAV,CERNY,CERNY V.,1997-10-17,17,Striker,,Czech Republic,182,left,https://s3.eu-west-1.amazonaws.com/it.sics.logo/120/players/CERNY V._10176.png,0,26.7
42345,LUKAS,CERV,CERV L.,2001-04-10,21,Midfielder,,Czech Republic,182,,https://s3.eu-west-1.amazonaws.com/it.sics.logo/120/players/CERV L._42345.png,0,23.2
13777,TOMAS,CHORY,CHORY T.,1995-01-26,19,Striker,,Czech Republic,199,right,https://s3.eu-west-1.amazonaws.com/it.sics.logo/120/players/CHORY T._13777.png,0,29.4
60006,MOJMIR,CHYTIL,CHYTIL M.,1999-04-29,13,Striker,,Czech Republic,187,,https://s3.eu-west-1.amazonaws.com/it.sics.logo/120/players/CHYTIL M._60006.png,0,25.2
13139,VLADIMIR,COUFAL,COUFAL V.,1992-08-22,5,Defender,,Czech Republic,174,right,https://s3.eu-west-1.amazonaws.com/it.sics.logo/120/players/COUFAL V._13139.png,0,31.9
58290,TOMAS,CVANCARA,CVANCARA T.,2000-08-13,0,Striker,,Czech Republic,190,right,https://s3.eu-west-1.amazonaws.com/it.sics.logo/120/players/CVANCARA T._58290.png,0,23.9
25094,DAVID,DOUDERA,DOUDERA D.,1998-05-31,12,Defender,,Czech Republic,175,right,https://s3.eu-west-1.amazonaws.com/it.sics.logo/120/players/DOUDERA D._25094.png,0,26.1
24782,ADAM,HLOZEK,HLOZEK A.,2002-07-25,9,Striker,,Czech Republic,188,right,https://s3.eu-west-1.amazonaws.com/it.sics.logo/120/players/HLOZEK A._24782.png,0,21.9
24403,TOMAS,HOLES,HOLES T.,1993-03-31,3,Midfielder,,Czech Republic,180,right,https://s3.eu-west-1.amazonaws.com/it.sics.logo/120/players/HOLES T._24403.png,0,31.3
