Player ID,First Name,Last Name,Known Name,Born Date,Shirt Number,Position,Position Detail,Citizenship,Height,Foot,Photo,Module Position,Age
26385,CHE',ADAMS,ADAMS C.,1996-07-13,10,Striker,Centre-Forward,Scotland,179.0,right,,0,28.0
50905,ELLIOT,ANDERSON,ANDERSON E.,2002-11-06,0,Midfielder,Attacking Midfield,Scotland,179.0,right,https://s3.eu-west-1.amazonaws.com/it.sics.logo/120/players/ANDERSON E._50905.png,0,21.6
8569,STUART,ARMSTRONG,ARMSTRONG S.,1992-03-30,17,Midfielder,Center Midfield,Scotland,183.0,right,,0,32.3
11723,RYAN,CHRISTIE,CHRISTIE R.,1995-02-22,11,Striker,Attacking Midfield,Scotland,178.0,left,https://s3.eu-west-1.amazonaws.com/it.sics.logo/120/players/CHRISTIE R._11723.png,0,29.4
37148,ZANDER,CLARK,CLARK Z.,1992-06-26,21,Goalkeeper,Goalkeeper,Scotland,191.0,right,,0,32.0
131056,TOMMY,CONWAY,CONWAY T.,2002-08-06,19,Striker,,Scotland,,,,0,21.9
20921,LIAM,COOPER,COOPER L.,1991-08-30,16,Defender,Centre-Back,Scotland,186.0,left,,0,32.8
26386,LYNDON,DYKES,DYKES L.,1995-10-07,0,Striker,Centre-Forward,Scotland,188.0,right,,0,28.7
25055,LEWIS,FERGUSON,FERGUSON L.,1999-08-24,0,Midfielder,Center Midfield,Scotland,181.0,right,https://s3.eu-west-1.amazonaws.com/it.sics.logo/120/players/FERGUSON L._25055.png,0,24.9
8576,JAMES,FORREST,FORREST J.,1991-07-07,25,Midfielder,,Scotland,175.0,right,,0,33.0
24959,BILLY,GILMOUR,GILMOUR B.,2001-06-11,14,Midfielder,Center Midfield,Scotland,170.0,right,https://s3.eu-west-1.amazonaws.com/it.sics.logo/120/players/GILMOUR B._24959.png,0,23.1
12803,ANGUS,GUNN,GUNN A.,1996-01-22,1,Goalkeeper,Goalkeeper,Scotland,196.0,right,,0,28.4
9863,GRANT,HANLEY,HANLEY G.,1991-11-20,5,Defender,,Scotland,,,,0,32.6
17885,JACK,HENDRY,HENDRY J.,1995-05-07,13,Defender,Centre-Back,Scotland,192.0,right,https://s3.eu-west-1.amazonaws.com/it.sics.logo/120/players/HENDRY J._17885.png,0,29.2
23978,AARON,HICKEY,HICKEY A.,2002-06-10,0,Defender,Right-Back,Scotland,185.0,both,https://s3.eu-west-1.amazonaws.com/it.sics.logo/120/players/HICKEY A._23978.png,0,22.1
55358,DOMINIC,HYAM,HYAM D.,1995-12-20,0,Defender,Centre-Back,Scotland,188.0,right,,0,28.5
17897,RYAN,JACK,JACK R.,1992-02-27,20,Midfielder,Center Midfield,Scotland,182.0,right,,0,32.3
55353,LIAM,KELLY,KELLY L.,1996-01-23,12,Goalkeeper,Goalkeeper,Scotland,184.0,right,,0,28.4
17461,ROBBY,MCCRORIE,MCCRORIE ROB.,1998-03-18,0,Midfielder,Goalkeeper,Scotland,187.0,right,,0,26.3
109691,ROSS,MCCRORIE,MCCRORIE ROSS,1998-03-18,22,Defender,,Scotland,191.0,right,,0,26.3
10931,JOHN,MCGINN,MCGINN J.,1994-10-18,7,Midfielder,Center Midfield,Scotland,178.0,left,https://s3.eu-west-1.amazonaws.com/it.sics.logo/120/players/MCGINN J._10931.png,0,29.7
10171,CALLUM,MCGREGOR,MCGREGOR C.,1993-06-14,8,Midfielder,Center Midfield,Scotland,178.0,left,,0,31.0
26381,SCOTT,MCKENNA,MCKENNA S.,1996-11-12,26,Defender,Centre-Back,Scotland,189.0,left,https://s3.eu-west-1.amazonaws.com/it.sics.logo/120/players/MCKENNA S._26381.png,0,27.6
26453,KENNY,MCLEAN,MCLEAN K.,1992-01-08,23,Midfielder,Center Midfield,Scotland,180.0,left,,0,32.5
15495,SCOTT,MCTOMINAY,MCTOMINAY S.,1996-12-08,4,Midfielder,Defensive Midfield,Scotland,191.0,right,https://s3.eu-west-1.amazonaws.com/it.sics.logo/120/players/MCTOMINAY S._15495.png,0,27.6
17924,LEWIS,MORGAN,MORGAN L.,1996-09-30,18,Midfielder,,Scotland,178.0,both,https://s3.eu-west-1.amazonaws.com/it.sics.logo/120/players/MORGAN L._17924.png,0,27.8
26387,KEVIN,NISBET,NISBET K.,1997-03-08,0,Striker,Centre-Forward,Scotland,180.0,right,,0,27.3
23834,NATHAN,PATTERSON,PATTERSON N.,2001-10-16,0,Defender,Right-Back,Scotland,189.0,right,https://s3.eu-west-1.amazonaws.com/it.sics.logo/120/players/PATTERSON N._23834.png,0,22.7
25078,RYAN,PORTEOUS,PORTEOUS R.,1999-03-25,15,Defender,Centre-Back,Scotland,188.0,right,,0,25.3
14917,ANTHONY,RALSTON,RALSTON A.,1998-11-16,2,Defender,Right-Back,Scotland,178.0,right,,0,25.6
9864,ANDREW HENRY,ROBERTSON,ROBERTSON A.,1994-03-11,3,Defender,Left-Back,Scotland,178.0,left,https://s3.eu-west-1.amazonaws.com/it.sics.logo/120/players/ROBERTSON A._9864.png,0,30.3
37163,LAWRENCE,SHANKLAND,SHANKLAND L.,1995-08-10,9,Striker,Centre-Forward,Scotland,185.0,right,,0,28.9
