Player ID,First Name,Last Name,Known Name,Born Date,Shirt Number,Position,Position Detail,Citizenship,Height,Foot,Photo,Module Position,Age
52036,EDUARDO,ANDERSON,ANDERSON E.,2001-01-31,4,Defender,,Panama,191,right,https://s3.eu-west-1.amazonaws.com/it.sics.logo/120/players/ANDERSON E._52036.png,0,23.4
50446,IVAN,ANDERSON,ANDERSON I.,1997-11-24,19,Defender,,Panama,175,right,https://s3.eu-west-1.amazonaws.com/it.sics.logo/120/players/ANDERSON I._50446.png,0,26.6
23822,ANDRES ALBERTO,ANDRADE CEDENO,ANDRADE A.,1998-10-16,0,Defender,,Panama,187,left,https://s3.eu-west-1.amazonaws.com/it.sics.logo/120/players/ANDRADE A._23822.png,0,25.7
54430,ABDIEL ARMANDO,AYARZA BOCANEGRA,AYARZA A.,1992-09-12,5,Midfielder,,Panama,190,right,https://s3.eu-west-1.amazonaws.com/it.sics.logo/120/players/AYARZA A._54430.png,0,31.8
16678,EDGAR YOEL,BARCENAS HERRERA,BARCENAS Y.,1993-10-23,10,Striker,,Panama,175,right,https://s3.eu-west-1.amazonaws.com/it.sics.logo/120/players/BARCENAS Y._16678.png,0,30.7
79338,ROLANDO MANRIQUE,BLACKBURN ORTEGA,BLACKBURN R.,1990-01-09,0,Striker,,Panama,180,right,https://s3.eu-west-1.amazonaws.com/it.sics.logo/120/players/BLACKBURN R._79338.png,0,34.5
64833,CESAR RODOLFO,BLACKMAN CAMARENA,BLACKMAN C.,1998-04-02,2,Defender,,Panama,174,right,https://s3.eu-west-1.amazonaws.com/it.sics.logo/120/players/BLACKMAN C._64833.png,0,26.2
55914,ADALBERTO ELIECER,CARRASQUILLA ALCAZAR,CARRASQUILLA A.,1998-11-28,8,Midfielder,,Panama,170,right,https://s3.eu-west-1.amazonaws.com/it.sics.logo/120/players/CARRASQUILLA A._55914.png,0,25.6
52986,JOSE',CORDOBA,CORDOBA J.,2001-06-03,3,Defender,,Panama,187,left,https://s3.eu-west-1.amazonaws.com/it.sics.logo/120/players/CORDOBA J._52986.png,0,23.1
11299,HAROLD OSHKALY,CUMMINGS SEGURA,CUMMINGS H.,1992-03-01,0,Defender,,Panama,183,right,https://s3.eu-west-1.amazonaws.com/it.sics.logo/120/players/CUMMINGS H._11299.png,0,32.3
16682,ERIC JAVIER,DAVIS GRAJALES,DAVIS E.,1991-03-31,15,Defender,,Panama,180,left,https://s3.eu-west-1.amazonaws.com/it.sics.logo/120/players/DAVIS E._16682.png,0,33.3
16680,ISMAEL,DIAZ DE LEON,DIAZ I.,1997-05-12,11,Striker,,Panama,182,right,https://s3.eu-west-1.amazonaws.com/it.sics.logo/120/players/DIAZ I._16680.png,0,27.1
98297,ERICK MANUEL,DIAZ GONZALEZ,DIAZ E.,2006-03-04,0,Defender,,Panama,183,left,https://s3.eu-west-1.amazonaws.com/it.sics.logo/120/players/DIAZ E._98297.png,0,18.3
16677,FIDEL,ESCOBAR,ESCOBAR F.,1995-01-09,0,Defender,,Panama,184,right,https://s3.eu-west-1.amazonaws.com/it.sics.logo/120/players/ESCOBAR F._16677.png,0,29.5
54418,JOSE',FAJARDO NELSON,FAJARDO J.,1993-08-18,17,Striker,,Panama,181,right,https://s3.eu-west-1.amazonaws.com/it.sics.logo/120/players/FAJARDO J._54418.png,0,30.9
98301,EDGARDO ISAAC,FARINA WYNTER,FARINA E.,2001-09-21,24,Defender,,Panama,194,right,,0,22.8
11303,ANIBAL,GODOY,GODOY A.,1990-02-10,20,Midfielder,,Panama,183,left,https://s3.eu-west-1.amazonaws.com/it.sics.logo/120/players/GODOY A._11303.png,0,34.4
49660,FREDDY,GONDOLA,GONDOLA F.,1995-09-18,13,Striker,,Panama,186,left,https://s3.eu-west-1.amazonaws.com/it.sics.logo/120/players/GONDOLA F._49660.png,0,28.8
98305,IRVING JAHIR,GUDINO LOPEZ,GUDINO I.,2000-11-15,0,Midfielder,,Panama,178,right,https://s3.eu-west-1.amazonaws.com/it.sics.logo/120/players/GUDINO I._98305.png,0,23.6
49871,JOSE',GUERRA,GUERRA J.,1994-09-12,0,Goalkeeper,,Panama,185,,https://s3.eu-west-1.amazonaws.com/it.sics.logo/120/players/GUERRA J._49871.png,0,29.8
86392,EDUARDO ANTONIO,GUERRERO LOZCANO,GUERRERO E.,2000-02-21,9,Striker,,Panama,180,right,https://s3.eu-west-1.amazonaws.com/it.sics.logo/120/players/GUERRERO E._86392.png,0,24.4
72331,CARLOS MIGUEL,HARVEY CESNEROS,HARVEY C.,2000-02-03,16,Midfielder,,Panama,184,right,https://s3.eu-west-1.amazonaws.com/it.sics.logo/120/players/HARVEY C._72331.png,0,24.4
63247,KAHISER,LENIS NAVARRO,LENIS K.,2001-07-23,26,Striker,,Panama,180,left,https://s3.eu-west-1.amazonaws.com/it.sics.logo/120/players/LENIS K._63247.png,0,22.9
67586,AZARIAS EMMANUEL,LONDONO GONZALEZ,LONDONO A.,2001-06-21,0,Striker,,Panama,185,right,,0,23.0
71450,CRISTIAN JESUS,MARTINEZ,MARTINEZ C.,1997-02-06,6,Midfielder,,Panama,170,right,https://s3.eu-west-1.amazonaws.com/it.sics.logo/120/players/MARTINEZ C._71450.png,0,27.4
56435,LUIS RICARDO,MEJIA CAJAR,MEJIA L.,1991-03-16,1,Goalkeeper,,Panama,193,left,https://s3.eu-west-1.amazonaws.com/it.sics.logo/120/players/MEJIA L._56435.png,0,33.3
93497,RODERICK ALONSO,MILLER MOLINA,MILLER R.,1992-04-03,25,Defender,,Panama,190,left,,0,32.2
50441,ORLANDO,MOSQUERA,MOSQUERA O.,1994-12-25,22,Goalkeeper,,Panama,191,right,https://s3.eu-west-1.amazonaws.com/it.sics.logo/120/players/MOSQUERA O._50441.png,0,29.5
98306,KEVIN ABDIEL,MOSQUERA LIM,MOSQUERA K.,1999-10-07,0,Goalkeeper,,Panama,190,right,https://s3.eu-west-1.amazonaws.com/it.sics.logo/120/players/MOSQUERA K._98306.png,0,24.7
16676,MICHAEL AMIR,MURILLO BERMUDEZ,MURILLO A.,1996-02-11,23,Defender,,Panama,184,right,https://s3.eu-west-1.amazonaws.com/it.sics.logo/120/players/MURILLO M._16676.png,0,28.4
98300,JOSE' MANUEL,MURILLO MORAN,MURILLO J.,1995-02-24,0,Midfielder,,Panama,167,left,,0,29.4
54045,ANGEL GABRIEL,ORELIEN GONZALEZ,ORELIEN A.,2001-04-02,0,Striker,,Panama,169,right,https://s3.eu-west-1.amazonaws.com/it.sics.logo/120/players/ORELIEN A._54045.png,0,23.2
98304,REYNIEL ANTONIO,PERDOMO WILLIS,PERDOMO R.,2001-04-28,0,Defender,,Panama,170,right,https://s3.eu-west-1.amazonaws.com/it.sics.logo/120/players/PERDOMO R._98304.png,0,23.2
79451,RICARDO ANTONIO,PHILLIPS HINDS,PHILLIPS R.,2001-05-06,0,Midfielder,,Panama,170,left,https://s3.eu-west-1.amazonaws.com/it.sics.logo/120/players/PHILLIPS R._79451.png,0,23.2
98303,DARWIN DARINEL,PINZON CAMANO,PINZON D.,1994-04-02,0,Midfielder,,Panama,167,right,https://s3.eu-west-1.amazonaws.com/it.sics.logo/120/players/PINZON D._98303.png,0,30.2
98298,CRISTIAN JOSUE',QUINTERO CARVAJAL,QUINTERO C.,1997-05-23,0,Striker,,Panama,170,right,,0,27.1
11304,ALBERTO ABDIEL,QUINTERO MEDINA,QUINTERO A.,1987-12-18,0,Midfielder,,Panama,168,right,https://s3.eu-west-1.amazonaws.com/it.sics.logo/120/players/QUINTERO A._11304.png,0,36.5
50489,JIOVANY,RAMOS,RAMOS J.,1997-01-26,0,Defender,,Panama,189,right,https://s3.eu-west-1.amazonaws.com/it.sics.logo/120/players/RAMOS J._50489.png,0,27.4
16685,JOSE' LUIS,RODRIGUEZ FRANCIS,PUMA,1998-06-19,7,Striker,,Panama,180,left,https://s3.eu-west-1.amazonaws.com/it.sics.logo/120/players/PUMA_16685.png,0,26.0
98302,CESAR JAIR,SAMUDIO MURILLO,SAMUDIO C.,1994-02-23,12,Goalkeeper,,Panama,188,left,,0,30.4
54051,ALFREDO,STEPHENS,STEPHENS A.,1994-12-25,0,Striker,,Panama,178,right,https://s3.eu-west-1.amazonaws.com/it.sics.logo/120/players/STEPHENS A._54051.png,0,29.5
