Player ID,First Name,Last Name,Known Name,Born Date,Shirt Number,Position,Position Detail,Citizenship,Height,Foot,Photo,Module Position,Age
10398,ALPHONSE,AREOLA,AREOLA A.,1993-02-27,23,Goalkeeper,Goalkeeper,France,195.0,right,https://s3.eu-west-1.amazonaws.com/it.sics.logo/120/players/AREOLA A._10398.png,0,31.3
32536,BRADLEY,BARCOLA,BARCOLA B.,2002-09-02,25,Striker,,France,182.0,right,https://s3.eu-west-1.amazonaws.com/it.sics.logo/120/players/BARCOLA B._32536.png,0,21.8
21574,EDUARDO,CAMAVINGA,CAMAVINGA E.,2002-11-10,6,Midfielder,Center Midfield,France,182.0,left,https://s3.eu-west-1.amazonaws.com/it.sics.logo/120/players/CAMAVINGA E._21574.png,0,21.6
35129,JONATHAN,CLAUSS,CLAUSS J.,1992-09-25,21,Defender,,France,,,https://s3.eu-west-1.amazonaws.com/it.sics.logo/120/players/CLAUSS J._35129.png,0,31.8
6132,KINGSLEY,COMAN,COMAN K.,1996-06-13,20,Striker,Left Forward,France,181.0,right,https://s3.eu-west-1.amazonaws.com/it.sics.logo/120/players/COMAN K._6132.png,0,28.0
11048,OUSMANE,DEMBELE',DEMBELE' O.,1997-05-15,11,Striker,Right Winger,France,178.0,both,https://s3.eu-west-1.amazonaws.com/it.sics.logo/120/players/DEMBELE' O._11048.png,0,27.1
30848,AXEL,DISASI,DISASI A.,1998-03-11,0,Defender,Centre-Back,France,190.0,right,https://s3.eu-west-1.amazonaws.com/it.sics.logo/120/players/DISASI A._30848.png,0,26.3
30850,YOUSSOUF,FOFANA,FOFANA Y.,1999-01-10,19,Midfielder,Center Midfield,France,185.0,right,https://s3.eu-west-1.amazonaws.com/it.sics.logo/120/players/FOFANA Y._30850.png,0,25.5
7723,OLIVIER,GIROUD,GIROUD O.,1986-09-30,9,Striker,Centre-Forward,France,192.0,left,https://s3.eu-west-1.amazonaws.com/it.sics.logo/120/players/GIROUD O._7723.png,0,37.8
7617,ANTOINE,GRIEZMANN,GRIEZMANN A.,1991-03-21,7,Striker,Centre-Forward,France,176.0,left,https://s3.eu-west-1.amazonaws.com/it.sics.logo/120/players/GRIEZMANN A._7617.png,0,33.3
