Match ID,Team ID,Team Name,Player From ID,Player From Name,Player To ID,Player To Name,Event ID,Event Description,Tags,Period ID,Period Description,Start Minute,Start Second,End Minute,End Second,Intersection Point,Intersection Point Norm,Start X,Start Y,End X,End Y,Next Event Description
132454,781,VENEZUELA,,,,,4,Set Pieces Against,Kick Off,1,1t,0,0,0,4,,,52.20,33.85,50.23,32.28,
132454,3914,CANADA,28652.0,CYLE LARIN,23346.0,JONATHAN DAVID,34,Pass,Accurate,1,1t,0,0,0,5,,,52.80,34.15,54.77,35.72,Set Pieces Against
132454,3914,CANADA,23346.0,JONATHAN DAVID,51325.0,JACOB SHAFFELBURG,34,Pass,Accurate,1,1t,0,0,0,6,,,54.77,35.72,60.68,20.86,Pass
132454,3914,CANADA,51325.0,JACOB SHAFFELBURG,,,10,"Possession 
Lost","Ball Out, Own Possession lost",1,1t,0,0,0,12,,,66.29,0.00,,,Pass
132454,3914,CANADA,28652.0,CYLE LARIN,,,3,Set Pieces,Kick Off,1,1t,0,0,0,4,,,52.80,34.15,54.77,35.72,"Possession 
Lost"
132454,3914,CANADA,,,,,927,Possession Phase,,1,1t,0,0,0,6,,,,,,,Set Pieces
132454,781,VENEZUELA,48466.0,JON MIKEL ARAMBURU,,,9,"Duel 
Won","Dribbling, Defensive",1,1t,0,1,0,13,,,38.81,53.53,,,Possession Phase
132454,781,VENEZUELA,48466.0,JON MIKEL ARAMBURU,,,22,"Dribbling
 Suffered",,1,1t,0,1,0,13,,,38.81,53.53,,,"Duel 
Won"
132454,781,VENEZUELA,,,,,11,Ball Recovery,,1,1t,0,1,0,13,,,38.71,68.00,,,"Dribbling
 Suffered"
132454,3914,CANADA,51325.0,JACOB SHAFFELBURG,,,23,"Duel 
Lost","Dribbling, Offensive",1,1t,0,1,0,13,,,66.19,14.47,,,Ball Recovery
132454,3914,CANADA,51325.0,JACOB SHAFFELBURG,,,8,Dribbling,,1,1t,0,1,0,13,,,66.19,14.47,,,"Duel 
Lost"
132454,3914,CANADA,51325.0,JACOB SHAFFELBURG,,,738,Ball Line Out,,1,1t,0,3,0,9,,,66.29,0.00,,,Dribbling
132454,781,VENEZUELA,48466.0,JON MIKEL ARAMBURU,32685.0,NAHUEL ADOLFO FERRARESI HERNANDEZ,34,Pass,Accurate,1,1t,0,8,0,16,,,31.52,68.00,9.85,64.65,Ball Line Out
132454,781,VENEZUELA,48466.0,JON MIKEL ARAMBURU,,,3,Set Pieces,Throw-in,1,1t,0,10,0,16,,,31.52,68.00,9.85,64.65,Pass
132454,3914,CANADA,,,,,4,Set Pieces Against,Throw-in,1,1t,0,10,0,16,,,73.48,0.00,95.15,3.35,Set Pieces
132454,781,VENEZUELA,32685.0,NAHUEL ADOLFO FERRARESI HERNANDEZ,9018.0,RAFAEL ROMO,34,Pass,Accurate,1,1t,0,11,0,19,,,9.55,64.36,4.04,42.81,Set Pieces Against
132454,781,VENEZUELA,,,,,927,Possession Phase,,1,1t,0,11,0,37,,,,,,,Pass
132454,781,VENEZUELA,9018.0,RAFAEL ROMO,20504.0,YORDAN OSORIO,34,Pass,Accurate,1,1t,0,15,0,23,,,6.30,38.77,11.72,19.09,Possession Phase
132454,781,VENEZUELA,9018.0,RAFAEL ROMO,20504.0,YORDAN OSORIO,14,GK Play,Pass,1,1t,0,16,0,23,,,6.30,38.77,11.72,19.09,Pass
132454,781,VENEZUELA,20504.0,YORDAN OSORIO,9018.0,RAFAEL ROMO,34,Pass,Accurate,1,1t,0,21,0,29,,,16.55,22.14,14.09,37.59,GK Play
132454,781,VENEZUELA,9018.0,RAFAEL ROMO,20504.0,YORDAN OSORIO,34,Pass,Accurate,1,1t,0,25,0,33,,,15.56,37.49,21.97,17.32,Pass
132454,781,VENEZUELA,9018.0,RAFAEL ROMO,20504.0,YORDAN OSORIO,14,GK Play,Pass,1,1t,0,26,0,33,,,15.56,37.49,21.97,17.32,Pass
132454,781,VENEZUELA,20504.0,YORDAN OSORIO,32687.0,MIGUEL ANGEL NAVARRO ZARATE,34,Pass,Accurate,1,1t,0,28,0,36,,,25.12,17.22,30.63,4.43,GK Play
132454,781,VENEZUELA,32687.0,MIGUEL ANGEL NAVARRO ZARATE,,,34,Pass,Inaccurate,1,1t,0,31,0,39,,,33.19,4.23,73.78,6.69,Pass
132454,3914,CANADA,49309.0,MOISE BOMBITO LUMPUNGU,,,704,Intercept,,1,1t,0,31,0,39,,,31.22,61.31,,,Pass
132454,3914,CANADA,49309.0,MOISE BOMBITO LUMPUNGU,,,34,Pass,"Inaccurate, Line Out",1,1t,0,32,0,40,,,31.22,61.31,43.14,68.00,Intercept
132454,3914,CANADA,49309.0,MOISE BOMBITO LUMPUNGU,,,738,Ball Line Out,,1,1t,0,34,0,40,,,43.14,68.00,,,Pass
132454,781,VENEZUELA,32687.0,MIGUEL ANGEL NAVARRO ZARATE,20504.0,YORDAN OSORIO,34,Pass,Accurate,1,1t,0,42,0,50,,,56.93,0.00,31.72,5.02,Ball Line Out
132454,781,VENEZUELA,32687.0,MIGUEL ANGEL NAVARRO ZARATE,,,3,Set Pieces,Throw-in,1,1t,0,44,0,50,,,56.93,0.00,31.72,5.02,Pass
132454,3914,CANADA,,,,,4,Set Pieces Against,Throw-in,1,1t,0,44,0,50,,,48.07,68.00,73.28,62.98,Set Pieces
132454,781,VENEZUELA,20504.0,YORDAN OSORIO,9018.0,RAFAEL ROMO,34,Pass,Accurate,1,1t,0,45,0,53,,,29.85,6.49,13.10,27.75,Set Pieces Against
132454,781,VENEZUELA,,,,,927,Possession Phase,,1,1t,0,45,1,5,,,,,,,Pass
132454,781,VENEZUELA,9018.0,RAFAEL ROMO,32685.0,NAHUEL ADOLFO FERRARESI HERNANDEZ,34,Pass,Accurate,1,1t,0,50,0,58,,,13.69,29.52,22.16,49.99,Possession Phase
132454,781,VENEZUELA,9018.0,RAFAEL ROMO,32685.0,NAHUEL ADOLFO FERRARESI HERNANDEZ,14,GK Play,Pass,1,1t,0,51,0,58,,,13.69,29.52,22.16,49.99,Pass
132454,781,VENEZUELA,32685.0,NAHUEL ADOLFO FERRARESI HERNANDEZ,20504.0,YORDAN OSORIO,34,Pass,Accurate,1,1t,0,53,1,1,,,22.46,49.79,19.90,20.86,GK Play
132454,781,VENEZUELA,20504.0,YORDAN OSORIO,32685.0,NAHUEL ADOLFO FERRARESI HERNANDEZ,34,Pass,Accurate,1,1t,0,56,1,4,,,19.90,21.95,27.48,51.27,Pass
132454,781,VENEZUELA,32685.0,NAHUEL ADOLFO FERRARESI HERNANDEZ,,,10,"Possession 
Lost",,1,1t,0,58,1,10,,,70.53,50.98,,,Pass
132454,3914,CANADA,22446.0,ALPHONSO DAVIES,,,11,Ball Recovery,,1,1t,0,59,1,11,,,34.47,17.02,,,"Possession 
Lost"
132454,781,VENEZUELA,32685.0,NAHUEL ADOLFO FERRARESI HERNANDEZ,,,34,Pass,Inaccurate,1,1t,1,0,1,8,,,33.49,51.07,70.53,50.98,Ball Recovery
132454,3914,CANADA,22446.0,ALPHONSO DAVIES,51325.0,JACOB SHAFFELBURG,34,Pass,Accurate,1,1t,1,1,1,9,,,34.47,17.02,43.73,6.00,Pass
132454,781,VENEZUELA,15898.0,YANGEL HERRERA,,,2,"Defensive
Action",,1,1t,1,2,1,30,,,70.53,50.98,,,Pass
132454,781,VENEZUELA,9018.0,RAFAEL ROMO,,,2,"Defensive
Action",,1,1t,1,2,1,30,,,70.53,50.98,,,"Defensive
Action"
132454,3914,CANADA,22446.0,ALPHONSO DAVIES,,,1,"Offensive
Action",,1,1t,1,2,1,30,,,34.47,17.02,,,"Defensive
Action"
132454,3914,CANADA,51325.0,JACOB SHAFFELBURG,,,1,"Offensive
Action",,1,1t,1,2,1,30,,,34.47,17.02,,,"Offensive
Action"
132454,3914,CANADA,28652.0,CYLE LARIN,,,1,"Offensive
Action",,1,1t,1,2,1,30,,,34.47,17.02,,,"Offensive
Action"
132454,3914,CANADA,36779.0,DEREK CORNELIUS,,,1,"Offensive
Action",,1,1t,1,2,1,30,,,34.47,17.02,,,"Offensive
Action"
132454,3914,CANADA,51325.0,JACOB SHAFFELBURG,28652.0,CYLE LARIN,34,Pass,Accurate,1,1t,1,2,1,10,,,43.73,6.00,52.11,15.25,"Offensive
Action"
132454,3914,CANADA,28652.0,CYLE LARIN,,,34,Pass,Inaccurate,1,1t,1,3,1,11,,,52.11,15.25,43.54,23.32,Pass
132454,781,VENEZUELA,15898.0,YANGEL HERRERA,,,704,Intercept,,1,1t,1,4,1,12,,,61.46,44.68,,,Pass
132454,3914,CANADA,,,,,927,Possession Phase,,1,1t,1,5,1,27,,,,,,,Intercept
132454,3914,CANADA,22446.0,ALPHONSO DAVIES,36779.0,DEREK CORNELIUS,34,Pass,Accurate,1,1t,1,8,1,16,,,36.44,3.64,27.28,15.35,Possession Phase
132454,3914,CANADA,36779.0,DEREK CORNELIUS,,,34,Pass,"Inaccurate, To Penalty Area",1,1t,1,18,1,26,,,27.28,16.43,93.28,14.17,Pass
132454,781,VENEZUELA,9018.0,RAFAEL ROMO,,,704,Intercept,,1,1t,1,20,1,28,,,11.72,53.83,,,Pass
132454,781,VENEZUELA,9018.0,RAFAEL ROMO,,,15,GK Claim,High Claim,1,1t,1,23,1,30,,,11.72,53.83,,,Intercept
132454,781,VENEZUELA,9018.0,RAFAEL ROMO,,,738,Ball Line Out,,1,1t,1,24,1,30,,,16.74,68.00,,,GK Claim
132454,3914,CANADA,22446.0,ALPHONSO DAVIES,16511.0,STEPHEN ANTUNES EUSTAQUIO,34,Pass,Accurate,1,1t,1,30,1,38,,,71.71,0.20,67.18,4.13,Ball Line Out
132454,781,VENEZUELA,20504.0,YORDAN OSORIO,,,2,"Defensive
Action",,1,1t,1,31,1,57,,,33.29,67.80,,,Pass
132454,3914,CANADA,22446.0,ALPHONSO DAVIES,,,1,"Offensive
Action",,1,1t,1,31,1,57,,,71.71,0.20,,,"Defensive
Action"
132454,3914,CANADA,16511.0,STEPHEN ANTUNES EUSTAQUIO,,,1,"Offensive
Action",,1,1t,1,31,1,57,,,71.71,0.20,,,"Offensive
Action"
132454,3914,CANADA,36786.0,JONATHAN OSORIO,,,1,"Offensive
Action",,1,1t,1,31,1,57,,,71.71,0.20,,,"Offensive
Action"
132454,3914,CANADA,49309.0,MOISE BOMBITO LUMPUNGU,,,1,"Offensive
Action",,1,1t,1,31,1,57,,,71.71,0.20,,,"Offensive
Action"
132454,3914,CANADA,36781.0,ALISTAIR JOHNSTON,,,1,"Offensive
Action",,1,1t,1,31,1,57,,,71.71,0.20,,,"Offensive
Action"
132454,3914,CANADA,16511.0,STEPHEN ANTUNES EUSTAQUIO,36786.0,JONATHAN OSORIO,34,Pass,Accurate,1,1t,1,32,1,40,,,65.60,4.33,65.60,17.52,"Offensive
Action"
132454,781,VENEZUELA,,,,,4,Set Pieces Against,Throw-in,1,1t,1,33,1,39,,,33.29,67.80,37.82,63.87,Pass
132454,3914,CANADA,22446.0,ALPHONSO DAVIES,,,3,Set Pieces,Throw-in,1,1t,1,33,1,39,,,71.71,0.20,67.18,4.13,Set Pieces Against
132454,3914,CANADA,36786.0,JONATHAN OSORIO,16511.0,STEPHEN ANTUNES EUSTAQUIO,34,Pass,Accurate,1,1t,1,34,1,42,,,65.70,14.37,62.05,3.25,Set Pieces
132454,3914,CANADA,,,,,927,Possession Phase,,1,1t,1,34,1,54,,,,,,,Pass
132454,3914,CANADA,16511.0,STEPHEN ANTUNES EUSTAQUIO,49309.0,MOISE BOMBITO LUMPUNGU,34,Pass,Accurate,1,1t,1,36,1,44,,,59.49,5.31,48.86,37.30,Possession Phase
132454,3914,CANADA,49309.0,MOISE BOMBITO LUMPUNGU,36781.0,ALISTAIR JOHNSTON,34,Pass,Accurate,1,1t,1,39,1,47,,,50.43,39.36,62.05,57.96,Pass
132454,3914,CANADA,36781.0,ALISTAIR JOHNSTON,49309.0,MOISE BOMBITO LUMPUNGU,34,Pass,Accurate,1,1t,1,42,1,50,,,62.25,58.06,53.39,48.81,Pass
132454,3914,CANADA,49309.0,MOISE BOMBITO LUMPUNGU,,,34,Pass,Inaccurate,1,1t,1,46,1,54,,,53.39,48.81,101.75,55.99,Pass
132454,781,VENEZUELA,20504.0,YORDAN OSORIO,,,704,Intercept,,1,1t,1,48,1,56,,,3.25,12.01,,,Pass
132454,3914,CANADA,49309.0,MOISE BOMBITO LUMPUNGU,,,10,"Possession 
Lost","Ball Out, Own Possession lost",1,1t,1,48,2,0,,,105.00,53.34,,,Intercept
132454,781,VENEZUELA,,,,,11,Ball Recovery,,1,1t,1,49,2,1,,,0.00,14.66,,,"Possession 
Lost"
132454,3914,CANADA,49309.0,MOISE BOMBITO LUMPUNGU,,,738,Ball Line Out,,1,1t,1,51,1,57,,,105.00,53.34,,,Ball Recovery
132454,781,VENEZUELA,9018.0,RAFAEL ROMO,32685.0,NAHUEL ADOLFO FERRARESI HERNANDEZ,34,Pass,"Accurate, Goal Kick",1,1t,2,0,2,8,,,4.53,37.20,11.62,43.59,Ball Line Out
132454,781,VENEZUELA,9018.0,RAFAEL ROMO,32685.0,NAHUEL ADOLFO FERRARESI HERNANDEZ,14,GK Play,Goal Kick,1,1t,2,0,2,7,,,4.53,37.20,11.62,43.59,Pass
132454,781,VENEZUELA,32685.0,NAHUEL ADOLFO FERRARESI HERNANDEZ,32689.0,CRISTIAN SLEIKER CASSERES YEPES JR.,34,Pass,Accurate,1,1t,2,1,2,9,,,11.62,43.59,19.50,37.10,GK Play
132454,781,VENEZUELA,,,,,927,Possession Phase,,1,1t,2,3,2,27,,,,,,,Pass
