Match ID,Team ID,Team Name,Player From ID,Player From Name,Player To ID,Player To Name,Event ID,Event Description,Tags,Period ID,Period Description,Start Minute,Start Second,End Minute,End Second,Intersection Point,Intersection Point Norm,Start X,Start Y,End X,End Y,Next Event Description
132629,421,ARGENTINA,,,,,4,Set Pieces Against,Kick Off,1,1t,0,0,0,5,,,52.22,33.78,49.79,31.24,
132629,421,ARGENTINA,26455.0,GONZALO MONTIEL,,,11,Ball Recovery,,1,1t,0,0,0,10,,,43.17,53.21,,,Set Pieces Against
132629,3914,CANADA,51325.0,JACOB SHAFFELBURG,,,737,Bad Ball Control,,1,1t,0,0,0,6,,,61.83,14.79,,,Ball Recovery
132629,3914,CANADA,23346.0,JONATHAN DAVID,28652.0,CYLE LARIN,34,Pass,Accurate,1,1t,0,0,0,6,,,52.78,34.22,55.21,36.76,Bad Ball Control
132629,3914,CANADA,28652.0,CYLE LARIN,51325.0,JACOB SHAFFELBURG,34,Pass,Accurate,1,1t,0,0,0,7,,,55.21,36.76,61.83,14.79,Pass
132629,3914,CANADA,51325.0,JACOB SHAFFELBURG,,,10,"Possession 
Lost",,1,1t,0,0,0,9,,,61.83,14.79,,,Pass
132629,3914,CANADA,23346.0,JONATHAN DAVID,,,3,Set Pieces,Kick Off,1,1t,0,0,0,5,,,52.78,34.22,55.21,36.76,"Possession 
Lost"
132629,3914,CANADA,,,,,927,Possession Phase,,1,1t,0,1,0,6,,,,,,,Set Pieces
132629,421,ARGENTINA,26455.0,GONZALO MONTIEL,11569.0,RODRIGO DE PAUL,34,Pass,Accurate,1,1t,0,2,0,10,,,36.10,64.25,35.99,56.96,Possession Phase
132629,421,ARGENTINA,11569.0,RODRIGO DE PAUL,17761.0,CRISTIAN ROMERO,34,Pass,Accurate,1,1t,0,4,0,12,,,35.99,56.63,23.19,47.03,Pass
132629,421,ARGENTINA,17761.0,CRISTIAN ROMERO,21433.0,LISANDRO MARTINEZ,34,Pass,Accurate,1,1t,0,6,0,14,,,24.07,47.69,23.96,19.98,Pass
132629,421,ARGENTINA,,,,,927,Possession Phase,,1,1t,0,6,1,4,,,,,,,Pass
132629,421,ARGENTINA,21433.0,LISANDRO MARTINEZ,35040.0,ENZO FERNANDEZ,34,Pass,Accurate,1,1t,0,10,0,18,,,24.18,19.43,30.80,26.27,Possession Phase
132629,421,ARGENTINA,35040.0,ENZO FERNANDEZ,21433.0,LISANDRO MARTINEZ,34,Pass,Accurate,1,1t,0,11,0,19,,,30.80,26.27,23.63,17.55,Pass
132629,421,ARGENTINA,21433.0,LISANDRO MARTINEZ,15904.0,NICOLAS TAGLIAFICO,34,Pass,Accurate,1,1t,0,14,0,22,,,24.07,17.66,28.93,4.86,Pass
132629,421,ARGENTINA,15904.0,NICOLAS TAGLIAFICO,21433.0,LISANDRO MARTINEZ,34,Pass,Accurate,1,1t,0,16,0,24,,,29.37,5.85,21.53,13.91,Pass
132629,421,ARGENTINA,21433.0,LISANDRO MARTINEZ,17761.0,CRISTIAN ROMERO,34,Pass,Accurate,1,1t,0,19,0,27,,,21.75,17.11,19.87,51.88,Pass
132629,421,ARGENTINA,17761.0,CRISTIAN ROMERO,21433.0,LISANDRO MARTINEZ,34,Pass,Accurate,1,1t,0,25,0,33,,,28.60,51.44,27.82,18.99,Pass
132629,421,ARGENTINA,21433.0,LISANDRO MARTINEZ,15904.0,NICOLAS TAGLIAFICO,34,Pass,Accurate,1,1t,0,28,0,36,,,28.04,18.21,35.11,6.18,Pass
132629,421,ARGENTINA,15904.0,NICOLAS TAGLIAFICO,21433.0,LISANDRO MARTINEZ,34,Pass,Accurate,1,1t,0,30,0,38,,,35.55,9.49,22.19,16.67,Pass
132629,421,ARGENTINA,21433.0,LISANDRO MARTINEZ,17761.0,CRISTIAN ROMERO,34,Pass,Accurate,1,1t,0,35,0,43,,,24.18,22.30,25.06,52.32,Pass
132629,421,ARGENTINA,17761.0,CRISTIAN ROMERO,21433.0,LISANDRO MARTINEZ,34,Pass,Accurate,1,1t,0,40,0,48,,,28.15,52.44,24.40,20.53,Pass
132629,421,ARGENTINA,21433.0,LISANDRO MARTINEZ,8278.0,DAMIAN EMILIANO MARTINEZ,34,Pass,Accurate,1,1t,0,46,0,54,,,30.69,14.24,15.68,37.53,Pass
132629,421,ARGENTINA,8278.0,DAMIAN EMILIANO MARTINEZ,21433.0,LISANDRO MARTINEZ,34,Pass,Accurate,1,1t,0,51,0,59,,,23.96,33.67,26.50,13.91,Pass
132629,421,ARGENTINA,8278.0,DAMIAN EMILIANO MARTINEZ,21433.0,LISANDRO MARTINEZ,14,GK Play,Pass,1,1t,0,52,0,59,,,23.96,33.67,26.50,13.91,Pass
132629,421,ARGENTINA,21433.0,LISANDRO MARTINEZ,15904.0,NICOLAS TAGLIAFICO,34,Pass,Accurate,1,1t,0,55,1,3,,,29.59,13.91,35.44,4.08,GK Play
132629,421,ARGENTINA,15904.0,NICOLAS TAGLIAFICO,,,34,Pass,Inaccurate,1,1t,0,57,1,5,,,37.98,3.97,72.54,7.40,Pass
132629,3914,CANADA,49309.0,MOISE BOMBITO LUMPUNGU,,,704,Intercept,,1,1t,0,58,1,6,,,32.46,60.60,,,Pass
132629,3914,CANADA,49309.0,MOISE BOMBITO LUMPUNGU,,,34,Pass,"Inaccurate, Line Out",1,1t,0,59,1,7,,,32.46,60.60,35.99,68.00,Intercept
132629,3914,CANADA,49309.0,MOISE BOMBITO LUMPUNGU,,,738,Ball Line Out,,1,1t,1,1,1,7,,,35.99,68.00,,,Pass
132629,421,ARGENTINA,15904.0,NICOLAS TAGLIAFICO,21433.0,LISANDRO MARTINEZ,34,Pass,Accurate,1,1t,1,8,1,16,,,68.56,0.00,46.37,7.73,Ball Line Out
132629,421,ARGENTINA,15904.0,NICOLAS TAGLIAFICO,,,3,Set Pieces,Throw-in,1,1t,1,10,1,16,,,68.56,0.00,46.37,7.73,Pass
132629,3914,CANADA,,,,,4,Set Pieces Against,Throw-in,1,1t,1,10,1,16,,,36.44,68.00,58.63,60.27,Set Pieces
