Match ID,Team ID,Team Name,Player From ID,Player From Name,Event ID,Event Description,Tags,Period ID,Period Description,Start Minute,Start Second,End Minute,End Second,Intersection Point,Intersection Point Norm,Start X,Start Y,End X,End Y,Next Event Description,Shot On Target
131479,421,ARGENTINA,11569.0,RODRIGO DE PAUL,5,Shot,"Off Target, Blocked, Right, From outside the Penalty Area",1,1t,11,50,12,2,105.00;29.51;2.85,105.00;29.51;2.85,74.40,35.62,80.03,37.16,Shot Against,False
131479,421,ARGENTINA,26457.0,JULIAN ALVAREZ,5,Shot,"On Target, GK Save, Promising Action, Left, From inside the Penalty Area",1,1t,21,10,21,22,105.00;30.82;0.21,105.00;30.82;0.21,97.14,30.07,102.15,31.13,Shot Against,True
131479,421,ARGENTINA,11569.0,RODRIGO DE PAUL,5,Shot,"Right, From inside the Penalty Area, Off Target",1,1t,25,20,25,32,105.00;33.82;4.50,105.00;33.82;4.50,89.46,50.38,105.00,33.82,Shot Against,False
131479,421,ARGENTINA,11569.0,RODRIGO DE PAUL,5,Shot,"On Target, Blocked, Right, From outside the Penalty Area",1,1t,26,34,26,46,105.00;30.78;0.82,105.00;30.78;0.82,86.47,39.13,87.38,38.42,"Offensive
Action",True
131479,421,ARGENTINA,35040.0,ENZO FERNANDEZ,5,Shot,"On Target, GK Save, Right, From outside the Penalty Area",1,1t,26,41,26,53,105.00;37.48;0.02,105.00;37.48;0.02,84.48,20.41,101.89,34.98,Shot Against,True
131479,421,ARGENTINA,26456.0,NICOLAS GONZALEZ,5,Shot,"GK Save, Promising Action, Headed Shot, From outside the Penalty Area, Off Target",1,1t,29,27,29,39,105.00;48.07;0.07,105.00;48.07;0.07,87.37,31.96,97.25,34.63,"Offensive
Action",False
131479,421,ARGENTINA,7421.0,LIONEL MESSI,5,Shot,"Post, Left, From outside the Penalty Area, Off Target",1,1t,35,32,35,44,105.00;37.66;0.05,105.00;37.66;0.05,79.60,37.43,105.00,37.66,Shot Against,False
131479,421,ARGENTINA,32684.0,ALEXIS MAC ALLISTER,5,Shot,"GK Save, Left, From outside the Penalty Area, Off Target, Deflected",1,1t,44,7,44,19,105.00;28.86;0.10,105.00;28.86;0.10,80.71,25.11,86.85,26.42,Shot Against,False
131479,421,ARGENTINA,26457.0,JULIAN ALVAREZ,5,Shot,"Left, From outside the Penalty Area, Off Target",1,1t,45,12,45,24,105.00;42.09;4.50,105.00;42.09;4.50,87.30,21.67,105.00,42.09,Shot Against,False
131479,421,ARGENTINA,11569.0,RODRIGO DE PAUL,5,Shot,"Right, From outside the Penalty Area, Off Target",1,1t,46,48,47,0,105.00;28.21;4.50,105.00;28.21;4.50,82.20,30.03,105.00,28.21,Shot Against,False
