Match ID,Team ID,Team Name,Player From ID,Player From Name,Event ID,Event Description,Tags,Period ID,Period Description,Start Minute,Start Second,End Minute,End Second,Intersection Point,Intersection Point Norm,Start X,Start Y,End X,End Y,Next Event Description,Shot On Target
132455,414,COLOMBIA,15095.0,JHON ANDRES CORDOBA COPETE,25,Goal,"Headed Shot, From inside the Penalty Area, Corner",1,1t,7,34,7,46,0.00;36.99;0.41,105.00;31.01;0.41,99.36,33.37,105.00,31.01,Set Pieces Against,False
132455,414,COLOMBIA,15095.0,JHON ANDRES CORDOBA COPETE,5,Shot,"On Target, Goal, Big Chance, Headed Shot, From inside the Penalty Area",1,1t,7,34,7,46,0.00;36.99;0.41,105.00;31.01;0.41,99.36,33.37,105.00,31.01,Goal,True
132455,821,PANAMA,54418.0,JOSE' FAJARDO NELSON,5,Shot,"Left, From outside the Penalty Area, Off Target",1,1t,10,49,11,1,105.00;26.46;6.50,105.00;26.46;6.50,88.09,37.45,105.00,26.46,Shot Against,False
132455,414,COLOMBIA,7488.0,JAMES DAVID RODRIGUEZ RUBIO,25,Goal,"Left, Penalty, From inside the Penalty Area, Penalty",1,1t,14,52,16,5,0.00;31.91;2.11,105.00;36.09;2.11,94.00,34.00,105.00,36.09,Set Pieces,False
132455,414,COLOMBIA,7488.0,JAMES DAVID RODRIGUEZ RUBIO,5,Shot,"On Target, Goal, Left, Penalty, From inside the Penalty Area",1,1t,14,52,15,4,0.00;31.91;2.11,105.00;36.09;2.11,94.00,34.00,105.00,36.09,Goal,True
132455,821,PANAMA,71450.0,CRISTIAN JESUS MARTINEZ,5,Shot,"On Target, Blocked, Right, From inside the Penalty Area",1,1t,17,4,17,16,105.00;34.25;0.18,105.00;34.25;0.18,92.32,23.09,91.88,28.49,Shot Against,True
132455,821,PANAMA,93497.0,RODERICK ALONSO MILLER MOLINA,5,Shot,"Post, Big Chance, Headed Shot, From inside the Penalty Area, Off Target",1,1t,17,49,18,1,105.00;37.66;1.87,105.00;37.66;1.87,97.39,34.21,105.00,37.66,Shot Against,False
132455,821,PANAMA,93497.0,RODERICK ALONSO MILLER MOLINA,5,Shot,"Headed Shot, From inside the Penalty Area, Off Target",1,1t,17,58,18,10,105.00;34.35;5.50,105.00;34.35;5.50,94.85,23.79,105.00,34.35,Shot Against,False
132455,414,COLOMBIA,52201.0,JHON ARIAS,5,Shot,"Promising Action, Left, From inside the Penalty Area, Off Target",1,1t,27,47,27,59,0.00;36.67;3.05,105.00;31.33;3.05,93.87,19.57,105.00,31.33,Pass,False
132455,821,PANAMA,44468.0,JOVANI WELCH,5,Shot,"On Target, GK Save, Right, From outside the Penalty Area",1,1t,33,25,33,37,105.00;33.95;0.18,105.00;33.95;0.18,75.54,36.89,101.22,33.89,Shot Against,True
132455,821,PANAMA,64833.0,CESAR RODOLFO BLACKMAN CAMARENA,5,Shot,"On Target, Blocked, Right, From outside the Penalty Area",1,1t,35,24,35,36,105.00;34.12;0.05,105.00;34.12;0.05,79.77,30.55,84.60,32.85,Shot Against,True
132455,821,PANAMA,16678.0,EDGAR YOEL BARCENAS HERRERA,5,Shot,"On Target, Blocked, Right, Direct Free Kick, From outside the Penalty Area",1,1t,36,42,36,54,105.00;34.05;0.99,105.00;34.05;0.99,80.19,36.89,90.82,33.77,Set Pieces,True
132455,414,COLOMBIA,20505.0,LUIS FERNANDO DIAZ MARULANDA,25,Goal,"Right, From outside the Penalty Area, Central Free Kick",1,1t,40,5,40,17,0.00;32.83;0.82,105.00;35.17;0.82,85.41,33.23,105.00,35.17,Set Pieces Against,False
132455,414,COLOMBIA,20505.0,LUIS FERNANDO DIAZ MARULANDA,5,Shot,"On Target, Goal, Right, From outside the Penalty Area",1,1t,40,5,40,17,0.00;32.83;0.82,105.00;35.17;0.82,85.41,33.23,105.00,35.17,Goal,True
