Player ID,First Name,Last Name,Known Name,Born Date,Shirt Number,Position,Position Detail,Citizenship,Height,Foot,Photo,Module Position,Age
14945,MARCOS,ACUNA,ACUNA M.,1991-10-28,8,Defender,,Argentina,172.0,left,https://s3.eu-west-1.amazonaws.com/it.sics.logo/120/players/ACUNA M._14945.png,0,32.7
81594,CARLOS JONAS,ALCARAZ DURAN,ALCARAZ C.,2002-11-30,0,Midfielder,,Argentina,183.0,right,https://s3.eu-west-1.amazonaws.com/it.sics.logo/120/players/ALCARAZ C._81594.png,0,21.6
36849,THIAGO EZEQUIEL,ALMADA,ALMADA T.,2001-04-26,0,Midfielder,,Argentina,171.0,right,https://s3.eu-west-1.amazonaws.com/it.sics.logo/120/players/ALMADA T._36849.png,0,23.2
26457,JULIAN,ALVAREZ,ALVAREZ J.,2000-01-31,9,Striker,,Argentina,170.0,right,https://s3.eu-west-1.amazonaws.com/it.sics.logo/120/players/ALVAREZ J._26457.png,0,24.4
16548,FRANCO,ARMANI,ARMANI F.,1986-10-16,1,Goalkeeper,,Argentina,189.0,right,https://s3.eu-west-1.amazonaws.com/it.sics.logo/120/players/ARMANI F._16548.png,0,37.7
43576,LUCAS,BELTRAN,BELTRAN L.,2001-03-29,0,Striker,,Argentina,176.0,right,https://s3.eu-west-1.amazonaws.com/it.sics.logo/120/players/BELTRAN L._43576.png,0,23.3
15539,WALTER,BENITEZ,BENITEZ W.,1993-01-19,0,Goalkeeper,,Argentina,191.0,right,https://s3.eu-west-1.amazonaws.com/it.sics.logo/120/players/BENITEZ W._15539.png,0,31.4
43200,FACUNDO,BUONANOTTE,BUONANOTTE F.,2004-12-23,0,Midfielder,,Argentina,174.0,left,https://s3.eu-west-1.amazonaws.com/it.sics.logo/120/players/BUONANOTTE F._43200.png,0,19.5
26598,VALENTIN,CARBONI,CARBONI V.,2005-03-05,21,Striker,,Argentina,185.0,left,https://s3.eu-west-1.amazonaws.com/it.sics.logo/120/players/CARBONI V._26598.png,0,19.3
10397,ANGEL,CORREA,CORREA A.,1995-03-09,0,Striker,,Argentina,171.0,right,https://s3.eu-west-1.amazonaws.com/it.sics.logo/120/players/CORREA A._10397.png,0,29.3
11569,RODRIGO,DE PAUL,DE PAUL R.,1994-05-24,7,Midfielder,,Argentina,180.0,right,https://s3.eu-west-1.amazonaws.com/it.sics.logo/120/players/DE PAUL R._11569.png,0,30.1
7512,ANGEL,DI MARIA,DI MARIA A.,1988-02-14,11,Striker,,Argentina,178.0,left,https://s3.eu-west-1.amazonaws.com/it.sics.logo/120/players/DI MARIA A._7512.png,0,36.4
6222,PAULO,DYBALA,DYBALA P.,1993-11-15,0,Striker,,Argentina,177.0,left,https://s3.eu-west-1.amazonaws.com/it.sics.logo/120/players/DYBALA P._6222.png,0,30.6
44083,LUCAS,ESQUIVEL,ESQUIVEL L.,2001-10-14,0,Defender,,Argentina,183.0,left,https://s3.eu-west-1.amazonaws.com/it.sics.logo/120/players/ESQUIVEL L._44083.png,0,22.7
43850,FACUNDO,FARIAS,FARIAS F.,2002-08-28,0,Midfielder,,Argentina,175.0,right,https://s3.eu-west-1.amazonaws.com/it.sics.logo/120/players/FARIAS F._43850.png,0,21.8
35040,ENZO,FERNANDEZ,FERNANDEZ E.,2001-01-17,24,Midfielder,,Argentina,178.0,right,https://s3.eu-west-1.amazonaws.com/it.sics.logo/120/players/FERNANDEZ E._35040.png,0,23.4
15756,JUAN MARCOS,FOYTH,FOYTH J.,1998-01-12,0,Defender,,Argentina,187.0,right,https://s3.eu-west-1.amazonaws.com/it.sics.logo/120/players/FOYTH J. M._15756.png,0,26.5
36966,ALEJANDRO,GARNACHO,GARNACHO A.,2004-07-01,17,Striker,,Argentina,180.0,right,https://s3.eu-west-1.amazonaws.com/it.sics.logo/120/players/GARNACHO A._36966.png,0,20.0
26456,NICOLAS,GONZALEZ,GONZALEZ N.,1998-04-06,15,Striker,,Argentina,180.0,left,https://s3.eu-west-1.amazonaws.com/it.sics.logo/120/players/GONZALEZ N._26456.png,0,26.2
14920,GIOVANI,LO CELSO,LO CELSO G.,1996-04-09,16,Midfielder,,Argentina,177.0,left,https://s3.eu-west-1.amazonaws.com/it.sics.logo/120/players/LO CELSO G._14920.png,0,28.2
32684,ALEXIS,MAC ALLISTER,MAC ALLISTER A.,1998-12-24,20,Midfielder,,Argentina,176.0,right,https://s3.eu-west-1.amazonaws.com/it.sics.logo/120/players/MAC ALLISTER A._32684.png,0,25.5
14030,PABLO CARMINE,MAFFEO BECERRA,MAFFEO P.,1997-07-12,0,Defender,,Argentina,172.0,right,https://s3.eu-west-1.amazonaws.com/it.sics.logo/120/players/MAFFEO P._14030.png,0,27.0
8278,DAMIAN EMILIANO,MARTINEZ,MARTINEZ E.,1992-09-02,23,Goalkeeper,,Argentina,195.0,right,https://s3.eu-west-1.amazonaws.com/it.sics.logo/120/players/MARTINEZ E._8278_TMP.png,0,31.8
16755,LAUTARO JAVIER,MARTINEZ,LAUTARO MARTINEZ,1997-08-22,22,Striker,,Argentina,174.0,right,https://s3.eu-west-1.amazonaws.com/it.sics.logo/120/players/LAUTARO MARTINEZ_16755.png,0,26.9
21433,LISANDRO,MARTINEZ,LISANDRO MARTINEZ,1998-01-18,25,Defender,,Argentina,175.0,left,https://s3.eu-west-1.amazonaws.com/it.sics.logo/120/players/LISANDRO MARTINEZ_21433.png,0,26.4
24458,LUCAS,MARTINEZ QUARTA,MARTINEZ QUARTA L.,1996-05-10,2,Defender,,Argentina,183.0,right,https://s3.eu-west-1.amazonaws.com/it.sics.logo/120/players/MARTINEZ QUARTA L._24458.png,0,28.1
32815,FACUNDO,MEDINA,MEDINA F.,1999-05-28,0,Defender,,Argentina,184.0,left,https://s3.eu-west-1.amazonaws.com/it.sics.logo/120/players/MEDINA F._32815.png,0,25.1
7421,LIONEL,MESSI,MESSI L.,1987-06-24,10,Striker,,Argentina,170.0,left,https://s3.eu-west-1.amazonaws.com/it.sics.logo/120/players/MESSI L._7421.png,0,37.0
23982,NAHUEL,MOLINA,MOLINA N.,1998-04-06,26,Defender,,Argentina,175.0,right,https://s3.eu-west-1.amazonaws.com/it.sics.logo/120/players/MOLINA N._23982.png,0,26.2
26455,GONZALO,MONTIEL,MONTIEL G.,1997-01-01,4,Defender,,Argentina,175.0,right,https://s3.eu-west-1.amazonaws.com/it.sics.logo/120/players/MONTIEL G._26455.png,0,27.5
16872,JUAN,MUSSO,MUSSO J.,1994-05-06,0,Goalkeeper,,Argentina,191.0,right,https://s3.eu-west-1.amazonaws.com/it.sics.logo/120/players/MUSSO J._16872.png,0,30.2
8065,LUCAS,OCAMPOS,OCAMPOS L.,1994-07-11,0,Striker,,Argentina,187.0,both,https://s3.eu-west-1.amazonaws.com/it.sics.logo/120/players/OCAMPOS L._8065.png,0,30.0
43613,FRANCISCO,ORTEGA,ORTEGA F.,1999-03-19,0,Defender,,Argentina,177.0,left,https://s3.eu-west-1.amazonaws.com/it.sics.logo/120/players/ORTEGA F._43613.png,0,25.3
7507,NICOLAS,OTAMENDI,OTAMENDI N.,1988-02-12,19,Defender,,Argentina,183.0,right,https://s3.eu-west-1.amazonaws.com/it.sics.logo/120/players/OTAMENDI N._7507.png,0,36.4
23829,EXEQUIEL,PALACIOS,PALACIOS E.,1998-10-05,14,Midfielder,,Argentina,177.0,right,https://s3.eu-west-1.amazonaws.com/it.sics.logo/120/players/PALACIOS E._23829.png,0,25.7
6972,LEANDRO,PAREDES,PAREDES L.,1994-06-29,5,Midfielder,,Argentina,180.0,right,https://s3.eu-west-1.amazonaws.com/it.sics.logo/120/players/PAREDES L._6972.png,0,30.0
