,Match ID,Last Edit,Date,Matchday,Season ID,Season Name,Competition ID,Competition Name,Home Team ID,Home Team Name,Away Team ID,Away Team Name,Home Score,Away Score
0,133246,2024-07-16 07:15:31,2024-07-15 02:00:00,6,2023,2023-2024,69,COPA AMERICA,421,ARGENTINA,414,COLOMBIA,0,0
1,133245,2024-07-15 08:25:48,2024-07-14 02:00:00,6,2023,2023-2024,69,COPA AMERICA,3914,CANADA,246,URUGUAY,2,2
2,132630,2024-07-12 07:40:00,2024-07-11 02:00:00,5,2023,2023-2024,69,COPA AMERICA,246,URUGUAY,414,COLOMBIA,0,1
3,132629,2024-07-11 08:39:58,2024-07-10 02:00:00,5,2023,2023-2024,69,COPA AMERICA,421,ARGENTINA,3914,CANADA,2,0
4,132456,2024-07-09 15:27:39,2024-07-07 03:00:00,4,2023,2023-2024,69,COPA AMERICA,246,URUGUAY,243,BRASILE,0,0
5,132455,2024-07-07 22:44:09,2024-07-07 00:00:00,4,2023,2023-2024,69,COPA AMERICA,414,COLOMBIA,821,PANAMA,5,0
6,132454,2024-07-08 07:58:49,2024-07-06 03:00:00,4,2023,2023-2024,69,COPA AMERICA,781,VENEZUELA,3914,CANADA,1,1
7,132452,2024-07-07 09:23:46,2024-07-05 03:00:00,4,2023,2023-2024,69,COPA AMERICA,421,ARGENTINA,419,ECUADOR,1,1
8,131492,2024-07-04 01:49:46,2024-07-03 03:00:00,3,2023,2023-2024,69,COPA AMERICA,243,BRASILE,414,COLOMBIA,1,1
9,131493,2024-07-04 08:49:46,2024-07-03 03:00:00,3,2023,2023-2024,69,COPA AMERICA,416,COSTA RICA,787,PARAGUAY,2,1
10,132446,2024-07-03 03:09:44,2024-07-02 03:00:00,3,2023,2023-2024,69,COPA AMERICA,819,STATI UNITI,246,URUGUAY,0,1
11,131490,2024-07-03 01:29:44,2024-07-02 03:00:00,3,2023,2023-2024,69,COPA AMERICA,779,BOLIVIA,821,PANAMA,1,3
12,131489,2024-07-01 23:29:42,2024-07-01 02:00:00,3,2023,2023-2024,69,COPA AMERICA,245,MESSICO,419,ECUADOR,0,0
13,131488,2024-07-02 00:40:00,2024-07-01 02:00:00,3,2023,2023-2024,69,COPA AMERICA,820,GIAMAICA,781,VENEZUELA,0,3
14,131487,2024-07-10 09:21:06,2024-06-30 02:00:00,3,2023,2023-2024,69,COPA AMERICA,3914,CANADA,412,CILE,0,0
15,131486,2024-07-11 09:14:58,2024-06-30 02:00:00,3,2023,2023-2024,69,COPA AMERICA,421,ARGENTINA,780,PERU',2,0
16,131485,2024-07-08 09:49:55,2024-06-29 03:00:00,2,2023,2023-2024,69,COPA AMERICA,787,PARAGUAY,243,BRASILE,1,4
17,131484,2024-07-12 12:19:00,2024-06-29 00:00:00,2,2023,2023-2024,69,COPA AMERICA,414,COLOMBIA,416,COSTA RICA,3,0
18,131483,2024-06-28 14:44:41,2024-06-28 03:00:00,2,2023,2023-2024,69,COPA AMERICA,246,URUGUAY,779,BOLIVIA,5,0
19,131482,2024-06-28 13:59:41,2024-06-28 00:00:00,2,2023,2023-2024,69,COPA AMERICA,821,PANAMA,819,STATI UNITI,2,1
20,131481,2024-06-27 15:42:23,2024-06-27 03:00:00,2,2023,2023-2024,69,COPA AMERICA,781,VENEZUELA,245,MESSICO,1,0
21,131480,2024-06-27 15:41:51,2024-06-27 00:00:00,2,2023,2023-2024,69,COPA AMERICA,419,ECUADOR,820,GIAMAICA,3,1
22,131479,2024-06-26 14:30:40,2024-06-26 03:00:00,2,2023,2023-2024,69,COPA AMERICA,412,CILE,421,ARGENTINA,0,1
23,131478,2024-06-26 15:00:40,2024-06-26 00:00:00,2,2023,2023-2024,69,COPA AMERICA,780,PERU',3914,CANADA,0,1
24,131477,2024-07-04 09:33:46,2024-06-25 03:00:00,1,2023,2023-2024,69,COPA AMERICA,243,BRASILE,416,COSTA RICA,0,0
25,131476,2024-06-25 15:09:24,2024-06-25 00:00:00,1,2023,2023-2024,69,COPA AMERICA,414,COLOMBIA,787,PARAGUAY,2,1
26,131475,2024-07-01 10:57:39,2024-06-24 03:00:00,1,2023,2023-2024,69,COPA AMERICA,246,URUGUAY,821,PANAMA,3,1
27,131474,2024-06-24 15:55:16,2024-06-24 00:00:00,1,2023,2023-2024,69,COPA AMERICA,819,STATI UNITI,779,BOLIVIA,2,0
28,131473,2024-06-28 12:28:41,2024-06-23 03:00:00,1,2023,2023-2024,69,COPA AMERICA,245,MESSICO,820,GIAMAICA,1,0
29,131472,2024-07-11 11:22:58,2024-06-23 00:00:00,1,2023,2023-2024,69,COPA AMERICA,419,ECUADOR,781,VENEZUELA,1,2
30,131471,2024-06-27 09:05:42,2024-06-22 02:00:00,1,2023,2023-2024,69,COPA AMERICA,780,PERU',412,CILE,0,0
31,131470,2024-06-21 15:10:23,2024-06-21 02:00:00,1,2023,2023-2024,69,COPA AMERICA,421,ARGENTINA,3914,CANADA,2,0
